date,item_nbr,unit_sales,onpromotion,weekday,DayFromWagePaid,DayToWagePaid,OilPrice,transactions,type
2013-01-02,819228.0,7.944,,2,2,13,93.14,2111.0,Work
2013-01-03,819228.0,10.163,,3,3,12,92.97,1833.0,Work
2013-01-04,819228.0,26.009,,4,4,11,93.12,1863.0,Work
2013-01-05,819228.0,6.383,,5,5,10,93.14666666666668,1509.0,Weekend
2013-01-06,819228.0,4.591,,6,6,9,93.17333333333336,520.0,Weekend
2013-01-07,819228.0,6.872,,0,7,8,93.2,1807.0,Work
2013-01-08,819228.0,19.142,,1,8,7,93.21,1869.0,Work
2013-01-09,819228.0,10.593,,2,9,6,93.08,1910.0,Work
2013-01-10,819228.0,7.917,,3,10,5,93.81,1679.0,Work
2013-01-11,819228.0,19.027,,4,11,4,93.6,1813.0,Work
2013-01-12,819228.0,5.947,,5,12,3,93.82333333333332,1473.0,Weekend
2013-01-13,819228.0,3.677,,6,13,2,94.04666666666664,542.0,Weekend
2013-01-14,819228.0,3.564,,0,14,1,94.27,1780.0,Work
2013-01-15,819228.0,23.825,,1,0,0,93.26,1680.0,Work
2013-01-16,819228.0,6.353,,2,1,15,94.28,1933.0,Work
2013-01-17,819228.0,2.51,,3,2,14,95.49,1786.0,Work
2013-01-18,819228.0,46.249,,4,3,13,95.61,1745.0,Work
2013-01-19,819228.0,10.045,,5,4,12,95.73,1389.0,Weekend
2013-01-20,819228.0,0.0,,6,5,11,95.85,507.0,Weekend
2013-01-21,819228.0,20.982,,0,6,10,95.97,1770.0,Work
2013-01-22,819228.0,1.831,,1,7,9,96.09,1762.0,Work
2013-01-23,819228.0,3.407,,2,8,8,95.06,1873.0,Work
2013-01-24,819228.0,3.226,,3,9,7,95.35,1616.0,Work
2013-01-25,819228.0,38.015,,4,10,6,95.15,1770.0,Work
2013-01-26,819228.0,9.297,,5,11,5,95.41666666666669,1295.0,Weekend
2013-01-27,819228.0,3.371,,6,12,4,95.68333333333334,542.0,Weekend
2013-01-28,819228.0,5.558,,0,13,3,95.95,1738.0,Work
2013-01-29,819228.0,5.015,,1,14,2,97.62,1772.0,Work
2013-01-30,819228.0,5.454,,2,15,1,97.98,1877.0,Work
2013-01-31,819228.0,14.059,,3,0,0,97.65,1707.0,Work
2013-02-01,819228.0,39.151,,4,1,14,97.46,1806.0,Work
2013-02-02,819228.0,3.187,,5,2,13,97.04333333333332,1377.0,Weekend
2013-02-03,819228.0,1.629,,6,3,12,96.62666666666668,531.0,Weekend
2013-02-04,819228.0,9.585,,0,4,11,96.21,1714.0,Work
2013-02-05,819228.0,3.027,,1,5,10,96.68,1775.0,Work
2013-02-06,819228.0,6.172,,2,6,9,96.44,1853.0,Work
2013-02-07,819228.0,5.326,,3,7,8,95.84,1727.0,Work
2013-02-08,819228.0,35.318,,4,8,7,95.71,1878.0,Work
2013-02-09,819228.0,12.006,,5,9,6,96.14333333333332,1104.0,Weekend
2013-02-10,819228.0,1.709,,6,10,5,96.57666666666668,374.0,Weekend
2013-02-11,819228.0,0.0,,0,11,4,97.01,396.0,Holiday
2013-02-12,819228.0,2.199,,1,12,3,97.48,487.0,Holiday
2013-02-13,819228.0,1.267,,2,13,2,97.03,1921.0,Work
2013-02-14,819228.0,8.148,,3,14,1,97.3,2119.0,Work
2013-02-15,819228.0,33.315,,4,0,0,95.95,1787.0,Work
2013-02-16,819228.0,12.769,,5,1,12,96.135,1263.0,Weekend
2013-02-17,819228.0,1.795,,6,2,11,96.32,399.0,Weekend
2013-02-18,819228.0,15.264,,0,3,10,96.505,1742.0,Work
2013-02-19,819228.0,4.911,,1,4,9,96.69,1806.0,Work
2013-02-20,819228.0,12.08,,2,5,8,94.92,1835.0,Work
2013-02-21,819228.0,3.475,,3,6,7,92.79,1756.0,Work
2013-02-22,819228.0,35.555,,4,7,6,93.12,1805.0,Work
2013-02-23,819228.0,3.122,,5,8,5,92.99333333333334,1448.0,Weekend
2013-02-24,819228.0,1.531,,6,9,4,92.86666666666667,512.0,Weekend
2013-02-25,819228.0,5.19,,0,10,3,92.74,1760.0,Work
2013-02-26,819228.0,4.929,,1,11,2,92.63,1804.0,Work
2013-02-27,819228.0,10.006,,2,12,1,92.84,1845.0,Work
2013-02-28,819228.0,7.855,,3,0,0,92.03,1763.0,Work
2013-03-01,819228.0,21.736,,4,1,14,90.71,1916.0,Work
2013-03-02,819228.0,5.751,,5,2,13,90.51666666666668,1332.0,Weekend
2013-03-03,819228.0,4.071,,6,3,12,90.32333333333332,547.0,Weekend
2013-03-04,819228.0,14.973,,0,4,11,90.13,1841.0,Work
2013-03-05,819228.0,9.338,,1,5,10,90.88,1750.0,Work
2013-03-06,819228.0,3.478,,2,6,9,90.47,1929.0,Work
2013-03-07,819228.0,1.629,,3,7,8,91.53,1751.0,Work
2013-03-08,819228.0,36.878,,4,8,7,92.01,1960.0,Work
2013-03-09,819228.0,13.383,,5,9,6,92.03,1337.0,Weekend
2013-03-10,819228.0,1.442,,6,10,5,92.05,538.0,Weekend
2013-03-11,819228.0,1.629,,0,11,4,92.07,1874.0,Work
2013-03-12,819228.0,4.926,,1,12,3,92.44,1734.0,Work
2013-03-13,819228.0,7.623,,2,13,2,92.47,1841.0,Work
2013-03-14,819228.0,3.326,,3,14,1,93.03,1751.0,Work
2013-03-15,819228.0,29.493,,4,0,0,93.49,1812.0,Work
2013-03-16,819228.0,5.757,,5,1,15,93.56333333333332,1238.0,Weekend
2013-03-17,819228.0,1.507,,6,2,14,93.63666666666666,561.0,Weekend
2013-03-18,819228.0,5.264,,0,3,13,93.71,1696.0,Work
2013-03-19,819228.0,8.347,,1,4,12,92.44,1728.0,Work
2013-03-20,819228.0,12.908,,2,5,11,93.21,1879.0,Work
2013-03-21,819228.0,4.941,,3,6,10,92.46,1727.0,Work
2013-03-22,819228.0,31.772,,4,7,9,93.41,1689.0,Work
2013-03-23,819228.0,4.944,,5,8,8,93.79,1358.0,Weekend
2013-03-24,819228.0,2.759,,6,9,7,94.17,531.0,Weekend
2013-03-25,819228.0,4.601,,0,10,6,94.55,1770.0,Work
2013-03-26,819228.0,6.281,,1,11,5,95.99,1700.0,Work
2013-03-27,819228.0,7.38,,2,12,4,96.53,1840.0,Work
2013-03-28,819228.0,0.0,,3,13,3,97.24,1729.0,Work
2013-03-29,819228.0,19.098,,4,14,2,97.205,474.0,Work
2013-03-30,819228.0,7.745,,5,15,1,97.17,1002.0,Weekend
2013-03-31,819228.0,0.0,,6,0,0,97.135,464.0,Weekend
2013-04-01,819228.0,8.866,,0,1,14,97.1,1894.0,Work
2013-04-02,819228.0,8.211,,1,2,13,97.23,1705.0,Work
2013-04-03,819228.0,9.184,,2,3,12,95.02,1912.0,Work
2013-04-04,819228.0,2.745,,3,4,11,93.26,1723.0,Work
2013-04-05,819228.0,28.086,,4,5,10,92.76,1899.0,Work
2013-04-06,819228.0,13.157,,5,6,9,92.96,1349.0,Weekend
2013-04-07,819228.0,0.0,,6,7,8,93.16,521.0,Weekend
2013-04-08,819228.0,9.76,,0,8,7,93.36,1824.0,Work
2013-04-09,819228.0,1.499,,1,9,6,94.18,1744.0,Work
2013-04-10,819228.0,14.668,,2,10,5,94.59,1916.0,Work
2013-04-11,819228.0,2.727,,3,11,4,93.44,1638.0,Work
2013-04-12,819228.0,34.757,,4,12,3,91.23,1860.0,Work
2013-04-13,819228.0,3.843,,5,13,2,90.40333333333334,1338.0,Weekend
2013-04-14,819228.0,1.543,,6,14,1,89.57666666666667,525.0,Weekend
2013-04-15,819228.0,7.84,,0,0,0,88.75,1804.0,Work
2013-04-16,819228.0,4.944,,1,1,14,88.73,1757.0,Work
2013-04-17,819228.0,8.955,,2,2,13,86.65,1807.0,Work
2013-04-18,819228.0,1.392,,3,3,12,87.83,1607.0,Work
2013-04-19,819228.0,30.988,,4,4,11,88.04,1737.0,Work
2013-04-20,819228.0,3.077,,5,5,10,88.29666666666667,1335.0,Weekend
2013-04-21,819228.0,3.398,,6,6,9,88.55333333333334,505.0,Weekend
2013-04-22,819228.0,13.748,,0,7,8,88.81,1838.0,Work
2013-04-23,819228.0,4.522,,1,8,7,89.21,1697.0,Work
2013-04-24,819228.0,7.599,,2,9,6,91.07,1921.0,Work
2013-04-25,819228.0,8.116,,3,10,5,93.27,1660.0,Work
2013-04-26,819228.0,33.424,,4,11,4,92.63,1843.0,Work
2013-04-27,819228.0,12.531,,5,12,3,93.11666666666666,1314.0,Weekend
2013-04-28,819228.0,1.487,,6,13,2,93.60333333333332,517.0,Weekend
2013-04-29,819228.0,4.561,,0,14,1,94.09,1653.0,Holiday
2013-04-30,819228.0,5.466,,1,0,0,93.22,1897.0,Work
2013-05-01,819228.0,2.748,,2,1,14,90.74,613.0,Holiday
2013-05-02,819228.0,7.436,,3,2,13,93.7,1763.0,Work
2013-05-03,819228.0,40.503,,4,3,12,95.25,1847.0,Work
2013-05-04,819228.0,6.479,,5,4,11,95.43333333333334,1347.0,Weekend
2013-05-05,819228.0,1.888,,6,5,10,95.61666666666667,538.0,Weekend
2013-05-06,819228.0,8.412,,0,6,9,95.8,1834.0,Work
2013-05-07,819228.0,14.247,,1,7,8,95.28,1792.0,Work
2013-05-08,819228.0,8.859,,2,8,7,96.24,1904.0,Work
2013-05-09,819228.0,8.168,,3,9,6,96.09,1813.0,Work
2013-05-10,819228.0,25.926,,4,10,5,95.81,1959.0,Work
2013-05-11,819228.0,0.0,,5,11,4,95.46,1488.0,Holiday
2013-05-12,819228.0,0.0,,6,12,3,95.11,549.0,Holiday
2013-05-13,819228.0,6.05,,0,13,2,94.76,1784.0,Work
2013-05-14,819228.0,4.562,,1,14,1,93.96,1747.0,Work
2013-05-15,819228.0,10.256,,2,0,0,93.95,1887.0,Work
2013-05-16,819228.0,11.424,,3,1,15,94.85,1781.0,Work
2013-05-17,819228.0,41.712,,4,2,14,95.72,1883.0,Work
2013-05-18,819228.0,7.944,,5,3,13,95.91,1299.0,Weekend
