date,item_nbr,unit_sales,onpromotion,weekday,DayFromWagePaid,DayToWagePaid,OilPrice,transactions,type
2013-01-02,895291.0,18.481,,2,2,13,93.14,2111.0,Work
2013-01-03,895291.0,3.307,,3,3,12,92.97,1833.0,Work
2013-01-04,895291.0,18.887,,4,4,11,93.12,1863.0,Work
2013-01-05,895291.0,1.547,,5,5,10,93.14666666666668,1509.0,Weekend
2013-01-06,895291.0,1.52,,6,6,9,93.17333333333336,520.0,Weekend
2013-01-07,895291.0,26.81,,0,7,8,93.2,1807.0,Work
2013-01-08,895291.0,10.489,,1,8,7,93.21,1869.0,Work
2013-01-09,895291.0,4.743,,2,9,6,93.08,1910.0,Work
2013-01-10,895291.0,4.468,,3,10,5,93.81,1679.0,Work
2013-01-11,895291.0,2.691,,4,11,4,93.6,1813.0,Work
2013-01-12,895291.0,6.437,,5,12,3,93.82333333333332,1473.0,Weekend
2013-01-13,895291.0,1.716,,6,13,2,94.04666666666664,542.0,Weekend
2013-01-14,895291.0,6.456,,0,14,1,94.27,1780.0,Work
2013-01-15,895291.0,12.777,,1,0,0,93.26,1680.0,Work
2013-01-16,895291.0,14.183,,2,1,15,94.28,1933.0,Work
2013-01-17,895291.0,10.78,,3,2,14,95.49,1786.0,Work
2013-01-18,895291.0,3.104,,4,3,13,95.61,1745.0,Work
2013-01-19,895291.0,2.055,,5,4,12,95.73,1389.0,Weekend
2013-01-20,895291.0,0.0,,6,5,11,95.85,507.0,Weekend
2013-01-21,895291.0,3.752,,0,6,10,95.97,1770.0,Work
2013-01-22,895291.0,16.93,,1,7,9,96.09,1762.0,Work
2013-01-23,895291.0,3.884,,2,8,8,95.06,1873.0,Work
2013-01-24,895291.0,3.083,,3,9,7,95.35,1616.0,Work
2013-01-25,895291.0,5.654,,4,10,6,95.15,1770.0,Work
2013-01-26,895291.0,0.0,,5,11,5,95.41666666666669,1295.0,Weekend
2013-01-27,895291.0,0.0,,6,12,4,95.68333333333334,542.0,Weekend
2013-01-28,895291.0,34.737,,0,13,3,95.95,1738.0,Work
2013-01-29,895291.0,15.933,,1,14,2,97.62,1772.0,Work
2013-01-30,895291.0,17.446,,2,15,1,97.98,1877.0,Work
2013-01-31,895291.0,0.0,,3,0,0,97.65,1707.0,Work
2013-02-01,895291.0,16.098,,4,1,14,97.46,1806.0,Work
2013-02-02,895291.0,1.642,,5,2,13,97.04333333333332,1377.0,Weekend
2013-02-03,895291.0,3.024,,6,3,12,96.62666666666668,531.0,Weekend
2013-02-04,895291.0,47.498,,0,4,11,96.21,1714.0,Work
2013-02-05,895291.0,32.095,,1,5,10,96.68,1775.0,Work
2013-02-06,895291.0,25.951,,2,6,9,96.44,1853.0,Work
2013-02-07,895291.0,18.789,,3,7,8,95.84,1727.0,Work
2013-02-08,895291.0,19.859,,4,8,7,95.71,1878.0,Work
2013-02-09,895291.0,14.789,,5,9,6,96.14333333333332,1104.0,Weekend
2013-02-10,895291.0,5.245,,6,10,5,96.57666666666668,374.0,Weekend
2013-02-11,895291.0,3.572,,0,11,4,97.01,396.0,Holiday
2013-02-12,895291.0,3.908,,1,12,3,97.48,487.0,Holiday
2013-02-13,895291.0,41.474,,2,13,2,97.03,1921.0,Work
2013-02-14,895291.0,19.621,,3,14,1,97.3,2119.0,Work
2013-02-15,895291.0,9.948,,4,0,0,95.95,1787.0,Work
2013-02-16,895291.0,3.119,,5,1,12,96.135,1263.0,Weekend
2013-02-17,895291.0,6.26,,6,2,11,96.32,399.0,Weekend
2013-02-18,895291.0,36.278,,0,3,10,96.505,1742.0,Work
2013-02-19,895291.0,39.498,,1,4,9,96.69,1806.0,Work
